,Company,Title,Description,Location,Salary
468,"<span class=""company"">
<a href=""/cmp/Michael-Page"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=361b039ab156cd65&amp;jcid=77087bd1709a8148')"" rel=""noopener"" target=""_blank"">
    Michael Page</a></span>",Senior Yokogawa DCS Engineer - Control Systems Integrator,"
            Rain and mentor graduates and lower level engineers. Where assigned, undertake the role of Lead control system engineer taking responsibility for meeting...",Brisbane Central Business District QLD,"<span class=""no-wrap"">
                $100,000 - $125,000 a year</span>"
469,"<span class=""company"">
    Paxus</span>","Technical Quality Analyst (Payments, data, application integ...","
            3+ years of strong demonstrated experience in integrated applications testing, data and payment (mandatory)....",Melbourne VIC,
470,"<span class=""company"">
    Zeolla Solutions (recruiter)</span>","Electrical Engineer Position in Melbourne, VIC 8003","
            Collect turbine data for testing or research and analysis. Test structures, controls, or mechanical, hydraulic, or electrical systems, according to test plans...",Melbourne VIC,
471,"<span class=""company"">
    Bionics Institute</span>",2 x Research Assistants,"
            Pre-processing the fNIRS data using computer software including Matlab. To underpin these developments, critical data is being obtained from patients during....",Victoria,"<span class=""no-wrap"">
                $50,935 - $63,904 a year</span>"
472,"<span class=""company"">
<a href=""/cmp/Salesforce"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=ab1a6a532f0daf14&amp;jcid=4027cfd917e1ee29')"" rel=""noopener"" target=""_blank"">
    Salesforce</a></span>",Software Developer (Demo Engineering ANZ),"
            The Demo Engineer works in a diverse team environment alongside Solution Engineers to develop creative solutions for new and existing customers....",Sydney NSW,
473,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
474,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
475,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Robert-Half"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=17060e7ebc0191d3&amp;jcid=d3588ffda1f22425')"" rel=""noopener"" target=""_blank"">
    Robert Half Australia</a></span>",Senior Systems Engineer | Immediate Start | $45 per hour,"
                            EMC Storage and Data Protection. Data Centre and Cloud Service migrations. Build and Deploy data Centre and Could Solution....",Sydney NSW,"<span class=""no-wrap"">
                $45 an hour</span>"
476,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=5ed01b4a1972d638&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Big Data Engineer,"
                            Enterprise Data Warehouse / Data Lake architectures. You are an experienced Big Data Engineer with exceptional communication skills....",Sydney NSW,
477,"<span class=""company"">
<a href=""/cmp/Google"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=a7427b546c22c0ea&amp;jcid=a5b4499d9e91a5c6')"" rel=""noopener"" target=""_blank"">
    Google</a></span>","Systems Engineer, Site Reliability Engineering","
            We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them....",Sydney NSW,
478,"<span class=""company"">
    Ceres Imaging</span>",Sales Agronomist,"
            On offer is the chance to join a literally world changing startup, working with an outstanding team of scientists, engineers and go-to-market professionals....",Australia,
479,"<span class=""company"">
<a href=""/cmp/William-Hill"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=d2704a994b951730&amp;jcid=8cb222cc2614b8d7')"" rel=""noopener"" target=""_blank"">
    William Hill</a></span>",Lead iOS Engineer,"
            You will be proficient at choosing algorithms and data structures that are right for the job at hand. The Opportunity As Senior Software Engineer iOS you will...",Sydney NSW,
480,"<span class=""company"">
<a href=""/cmp/Zendesk"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2d160383dcede270&amp;jcid=41e8f9abd9840a7a')"" rel=""noopener"" target=""_blank"">
    Zendesk</a></span>",Senior DevOps Engineer,"
            Our servers live in AWS, GCP, and co-located data centres. Our data is stored in MySQL, Redis, Kafka, ELK, Cassandra, Riak, and more....",Melbourne VIC,
481,"<span class=""company"">
    SustainAbility Consulting</span>",Backend JVM Engineer,"
            You will be supported by front end, full stack and DevOps engineers. We're looking for two full stack back-end engineers to help architect and build our backend...",Sydney NSW,
482,"<span class=""company"">
    Balance Recruitment</span>",SQL Engineer -- Sydney,"
            Define data structures and data feeds to support front end tasks. Exposure to any Data Integration Tool. Design data table structures, forms, reports, and...",Sydney NSW,
483,"<span class=""company"">
    ACRWORLD</span>",Traffic Engineer - Permanent role - Sydney,"
            Maintenance of traffic records and asset data. Collect and analyse data for traffic related matters. Reporting to the Principal Traffic Engineer, the Traffic...",Sydney NSW,
484,"<span class=""company"">
<a href=""/cmp/Polyglot-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=ef5c16a22c517ce1&amp;jcid=1fd1874af9de5caa')"" rel=""noopener"" target=""_blank"">
    Polyglot Group</a></span>",Fullstack Engineer,"
            Experience working with a modern Big Data stack. Work with data at scale to bring value to clients. They are looking for a full stack engineer for an exciting...",Sydney NSW,
485,"<span class=""company"">
    Resourceful Recruitment</span>",Petroleum Engineer,"
            Vertical Lift Performance (VLP) model, Calibration of VLP using PDHG and THP data (Prosper), Calibration of IPR and VLP using reservoir pressure and THP data...",Sydney NSW,
486,"<span class=""company"">
    Black Cat <b>Data</b></span>",Software Engineer Intern,"
                            Passionate about information technology, data and AI. We are looking for passionate software engineer graduates with attention to detail and willingness to...",Sydney NSW,
487,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
488,"<span class=""company"">
<a href=""/cmp/Davidson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=49cee9ce09b3307b&amp;jcid=1236a518a4ed7aa4')"" rel=""noopener"" target=""_blank"">
    Davidson</a></span>",Hadoop Engineer,"
            Experienced with Big Data querying tools - Pig, Hive, Impala, Drill, Presto etc. Being part of a large team responsible for creating a cutting edge data...",Sydney NSW,
489,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=aaf89a46b198c634&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",Requirements Engineer,"
            You will bring with you knowledge of DOORS for requirements data capture. This is an exciting opportunity to join an expanding multinational organisation as a...",Sydney Central Business District NSW,
490,"<span class=""company"">
<a href=""/cmp/Evolution-Recruitment-Solutions"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2ec01023d9852cab&amp;jcid=537b951deabddb67')"" rel=""noopener"" target=""_blank"">
    Evolution Recruitment Solutions</a></span>",Splunk Engineer,"
            Splunk data acquisition. Data normalisation and the Splunk CIM. Ability to work with business stakeholders, other Engineers, Iteration Managers, Architect,...",Sydney NSW,
491,"<span class=""company"">
    3X Partners</span>",End User Support Engineer | Financial Markets |CBD based,"
            An established financial markets provider, experiencing phenomenal growth looking to hire an End User Support engineer....",Sydney NSW,
492,"<span class=""company"">
    Tecside Personnel</span>",Senior Maintenance Engineer | Oil & Gas,"
            Senior Maintenance Engineer required for a 6 month contract position with our EPCM client. Review existing maintenance strategy, update/develop maintenance...",Perth WA,
493,"<span class=""company"">
    Dare Contract Services</span>",Senior Maintenance Engineer,"
            Review & confirm data conformance to master data standards. Create/change/delete master data requests including PRT's/task lists/functional locations/strategies...",Perth WA,
494,"<span class=""company"">
    Baker IDI Heart &amp; Diabetes Institute</span>",Research Assistant and Research Officer,"
            The ability to analyse data and conduct experiments autonomously. Develop and execute strategies to genetically engineer proteins that strongly and specifically...",Melbourne VIC,
495,"<span class=""company"">
<a href=""/cmp/Dimension-Data"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=041d1bcf9e7e3f19&amp;jcid=75914e4a93ffbeca')"" rel=""noopener"" target=""_blank"">
    Dimension <b>Data</b></a></span>",Network Engineer,"
            Diversity in Dimension Data. PS Implementation Engineers (L2) escalate complex problems to the relevant third parties....",Bella Vista NSW,
496,"<span class=""company"">
<a href=""/cmp/Amazon.com"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=cda7d701197b41ca&amp;jcid=fe2d21eef233e94a')"" rel=""noopener"" target=""_blank"">
    Amazon.com</a></span>",Systems Development Engineer / DevOps,"
            We are looking for Systems Development Engineers / Devops Engineers with Strong skills in Linux and Python and good understanding of networking protocols (TCP...",Sydney NSW,
497,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
498,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
499,"<span class=""company"">
<a href=""/cmp/Hydrogen-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=1e5f8c5bce38dbac&amp;jcid=251eba8a83187770')"" rel=""noopener"" target=""_blank"">
    Hydrogen Group</a></span>",Data Modeller,"
            Interact with relevant stakeholders to firstly get an agreement on the Data Model and then cascade the changes to Data Engineers for implementation....",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $115,000 a year</span>"
500,"<span class=""company"">
<a href=""/cmp/Evolution-Recruitment-Solutions"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=518b9dd41c3460ad&amp;jcid=537b951deabddb67')"" rel=""noopener"" target=""_blank"">
    Evolution Recruitment Solutions</a></span>",Test Engineer,"
            Excellent Excel skills to solve complex problems with large amount of data (highly desirable). Knowledge of Utilities industry (desirable)....",Sydney NSW,
501,"<span class=""company"">
<a href=""/cmp/IBM"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=f78a330b48d776c4&amp;jcid=de71a49b535e21cb')"" rel=""noopener"" target=""_blank"">
    IBM</a></span>",2018 GBS UX Developer Intern - Sydney,"
            And working with visual designers, interaction designers and software engineers. IBM iX (ibm.com/ibmix) is the world’s global business design partner....",St Leonards NSW,
502,"<span class=""company"">
    TEAM Executive Consultants</span>",QA Automation / DevOps Engineer,"
            QA Automation / DevOps Engineer. Large volume, high speed data management. A highly motivated *QA Automation/ DevOps Engineer*....",South Yarra VIC,"<span class=""no-wrap"">
                $80,000 - $100,000 a year</span>"
503,"<span class=""company"">
    DFP Recruitment Services</span>",Senior Network Engineer,"
Data Centre migrations involving DMZ, DCI, LAN, WAN, WiFi, Internet, Voice, virtual and physical servers, storage systems....",Melbourne VIC,
504,"<span class=""company"">
    Torii</span>",Solutions Engineer,"
Data modelling and database design. Data modelling• Technology evaluation, analysis and consulting. Opportunity to join a household name in a role that is two...",Australia,
505,"<span class=""company"">
    Paxus</span>",Software Engineer,"
            Use your analytical mindset to drive decisions based on data. Provide technical leadership and support to the development team and junior engineers....",Sydney NSW,
506,"<span class=""company"">
<a href=""/cmp/Davidson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=a4b02fc041b5aeaf&amp;jcid=1236a518a4ed7aa4')"" rel=""noopener"" target=""_blank"">
    Davidson</a></span>",Senior Data Warehouse Developer- Permanent- Brisbane,"
            Strong experience with data design and data modelling. Develop data models. Reengineer the existing database into a data warehouse and data mart model....",Brisbane QLD,
507,"<span class=""company"">
<a href=""/cmp/Davidson"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=72db61dc18324b89&amp;jcid=1236a518a4ed7aa4')"" rel=""noopener"" target=""_blank"">
    Davidson</a></span>",Senior Data Warehouse Developer,"
            Strong experience with data design and data modelling. Develop data models. Reengineer the existing database into a data warehouse and data mart model....",Brisbane QLD,
508,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
509,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
510,"<span class=""company"">
    Interactiveinc Recruitment</span>",Senior Software Developer,"
            Integrate our back-end services with third-party data APIs, including for machine learning environments and commercial partners....",Sydney NSW,"<span class=""no-wrap"">
                $135,000 a year</span>"
511,"<span class=""company"">
<a href=""/cmp/University-of-Melbourne"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=f682106969f7be6c&amp;jcid=4cddfb241cb472e6')"" rel=""noopener"" target=""_blank"">
    University of Melbourne</a></span>",RESEARCH FELLOW IN OPTIMISATION AND CONTROL,"
            The research fellow will be located in the Department of Electrical and Electronic Engineering within the Melbourne School of Engineering, and collaborate with...",Parkville VIC,"<span class=""no-wrap"">
                $69,148 - $93,830 a year</span>"
512,"<span class=""company"">
    Data#3</span>",Network Engineer,"
            3 + years' and knowledge of data communications and CISCO networking equipment in a complex national networked environment....",Sydney NSW,
513,"<span class=""company"">
<a href=""/cmp/Nbn-7"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=5cb68b84e977a770&amp;jcid=8be64c427847ac90')"" rel=""noopener"" target=""_blank"">
    nbn™</a></span>","Solution Architect, Payments Service Team","
            Providing education on architectural direction, standards and guidelines to service team engineers. You will have nbn platform knowledge ( Appian, Oracle SOA,...",Melbourne VIC,
514,"<span class=""company"">
    Zone IT Solutions</span>",Network Engineers ( Nokia Engineer),"
Data network infrastructure experience. Experience with data, storage and networks for mission critical environments....",Melbourne VIC,
515,"<span class=""company"">
    The Recruitment Company</span>",Senior Network Engineer,"
Data Centre migration experience. Contribute to the design and implementation of data centre project, this role is specifically around moving the DR data centre...",Sydney NSW,
516,"<span class=""company"">
    A V Immigration And Careers Consultancy Private Li...</span>",Work & settle Electrical engineer in NEwzealand,"
            Recording, analysing and interpreting test data; Most electrical engineers work in a multi-disciplinary project team, which is likely to include engineers from...",Australia,
517,"<span class=""company"">
<a href=""/cmp/Lycopodium"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=6423aef0ff9f8ea0&amp;jcid=58dc3cf564976170')"" rel=""noopener"" target=""_blank"">
    Lycopodium</a></span>",Mechanical/Piping/Structural Designers,"
            Reviewing of vendor drawings and design data. Producing Lycopodium and industry standard 3D Models & design drawings from the design engineers calculations and...",Brisbane QLD,
518,"<span class=""company"">
<a href=""/cmp/Polyglot-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=0f00f6de55224554&amp;jcid=1fd1874af9de5caa')"" rel=""noopener"" target=""_blank"">
    Polyglot Group</a></span>",Senior Renewables Consultant – Wind Farms,"
            Technical contribution to due diligence and owner’s engineer roles. Technical/design experience with wind and (preferably) solar PV and/or other renewable...",Melbourne VIC,
519,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
520,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
521,"<span class=""company"">
    Bluefin Resources</span>",Junior Software Engineer - eMarketing Platform,"
            We are seeking Junior Software Engineers with exceptional future prospects. We're looking for Engineers who have strong academics, and 1 to 2 years experiences...",Melbourne VIC,
522,"<span class=""company"">
    iKas International</span>",Senior .Net Engineer,"
            ""Personal data collected will be used for recruitment purposes only."". Strong .Net Back end Framework 4.5+;...",Sydney NSW,
523,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=95e8941963e98449&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Senior System Engineer (Adelaide based),"
            Experience managing and configuring various forms of Data storage (SAN). As a Senior Systems Engineer, you will be the subject matter expert for both internal...",Melbourne VIC,
524,"<span class=""company"">
<a href=""/cmp/Bhp-Billiton"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=9d878f005a2b1036&amp;jcid=04c90ffca12d9556')"" rel=""noopener"" target=""_blank"">
    BHP Billiton</a></span>",Specialist & Principal Cost Engineers - Multiple Vacancies,"
            Experience working as a Cost Engineer throughout the whole project life cycle of capital projects; Due to significant activity BHP have multiple roles for Cost...",South Australia,
525,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=70cf949284335ae7&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",Search Engineer,"
            As an accomplished Search Engineer you will have extensive experience developing and integrating with Elasticsearch technology, with demonstrated skills in data...",Gold Coast QLD,
526,"<span class=""company"">
<a href=""/cmp/Michael-Page"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=3a9415be2421caae&amp;jcid=77087bd1709a8148')"" rel=""noopener"" target=""_blank"">
    Michael Page</a></span>",Services Onboarding Manager (SOM),"
            Plan and manage resourcing for data collector (CSPC) deployment and collection phase of process through deployment engineers....",Melbourne City Centre VIC,"<span class=""no-wrap"">
                $380 - $420 a day</span>"
527,"<span class=""company"">
    Superloop</span>",Information Security Analyst (Superloop+),"
            Careers Select the role General Submission Customer NOC Manager - Brisbane Customer NOC Manager - Sydney Delivery Engineering Manager - Sydney Delivery...",Australia,
528,"<span class=""company"">
<a href=""/cmp/Avanade"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=694b0258392ae4a2&amp;jcid=5386281035076fdf')"" rel=""noopener"" target=""_blank"">
    Avanade</a></span>","Manager, Software Engineering","
            Experience with Big Data development (Hadoop, R, Spark) or Artificial Intelligence / Automation is desirable....",Perth WA,
529,"<span class=""company"">
    Resourceful Recruitment</span>",Geologist & Senior Geologist,"
            Work with the petrophysicist, geophysicist and reservoir engineer as required to generate history matched reservoir models covering the full range of...",Sydney NSW,
530,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
531,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
532,"<span class=""company"">
<a href=""/cmp/Chisholm-Institute"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=37b46ba10e18673a&amp;jcid=d53003df41db4a1a')"" rel=""noopener"" target=""_blank"">
    Chisholm Institute</a></span>",Network Engineer,"
            The role is accountable for the support, maintenance and improvement of Network Services and IT Infrastructure across all of Chisholm’s campuses to ensure...",Dandenong VIC,
533,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=19657bedff785bfb&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Track Engineer - Rail,"
            Eligible for membership to Engineers Australia. They are now looking for a Principle Engineer- Structures and Civil to join their team....",Perth WA,
534,"<span class=""company"">
<a href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=cdc252eceb36d4cb&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Solutions Engineer,"
            Extensive knowledge of customer network design involving voice, data, video, and/or wireless communications systems....",Perth Central Business District WA,
535,"<span class=""company"">
    Competentia</span>",Punch List Implentation Engineer,"
            Expedite status updates from all action parties via one on one interactions, meetings and personal investigation of technical data....",Perth WA,
536,"<span class=""company"">
    Rock People</span>",Geotechnical Engineer - FIFO Nth QLD,"
            Reporting to the Senior Geotechnical Engineer, you will be responsible for ground control monitoring and updating the GCMP, geotechnical data collection...",Cairns QLD,
537,"<span class=""company"">
<a href=""/cmp/Hays"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=b88675b85c406f07&amp;jcid=31670bef3ae6497b')"" rel=""noopener"" target=""_blank"">
    Hays</a></span>",Strategic Asset Engineer,"
            Coordinate baseline data collection. Development of data modelling systems. Data auditing with and across systems....",Sydney Western Suburbs NSW,
538,"<span class=""company"">
    Total Resource Solutions</span>",Modelling Engineer (Water Resources),"
            Experience in mapping, surveying, data analysis and/or equatic ecology. Modelling Engineers (Water Resources Technical Officer) are required ASAP for a NSW...",Parramatta NSW,
539,"<span class=""company"">
<a href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
540,"<span class=""company"">
    Redblue Recruitment</span>",Senior Network Consultant,"
            Our Client Our Client is a well known Australian organisation. The Role We are seeking a Network/Security Engineer/Consultant in Adelaide to work on...",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
541,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Nch-Software"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=144fb7e9947b474c&amp;jcid=d8e02921557473c3')"" rel=""noopener"" target=""_blank"">
    NCH Software</a></span>",C++ Software Engineer - Senior and Junior Roles,"
                            Solid C and C++ skills, knowledge of C++ internals, common algorithms and data structures. Friendly innovative development environment - highly motivated team....",Canberra ACT,
542,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Accenture"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c832e75c5d42c580&amp;jcid=a4e4e2eaf26690c9')"" rel=""noopener"" target=""_blank"">
    Accenture</a></span>",Accenture Big Data Engineer Consultant/Manager,"
                            Accenture Big Data Engineer Consultant/Manager, Australia. O Enterprise Data Warehouse / Data Lake architectures....",Sydney NSW,
