,Company,Title,Description,Location,Salary
300,"

    Urban Science","Graduate Analyst (scientific business consulting, data analy...","
            To uncover an infinitesimal but impactful pieces of data? Requires the ability to communicate, compose and deliver ideas, facts and data....",Melbourne VIC,
301,"

    Michael Page",Quantitative Analyst | Fin Tech | CBD Location,"
            Deliver numerical analysis on financial data to Investment Team and investors. Being able to document and articulate key learnings from the data mining...",Sydney Central Business District NSW,
302,"

    Charterhouse-AU",Quantitative Analyst,"
            Reporting to the Quantitative Analytics Manager and part of a close-knit team, you will provide data modelling and analytics across the credit life cycle,...",New South Wales,
303,"

    CSIRO",Senior User Experience Designer,"
            Join CSIRO's Data61 - Australia's largest data innovation group. Data61 is the largest data innovation group in Australia....",Australia,"<span class=""no-wrap"">
                $128,000 a year</span>"
304,"

    CSIRO",Research Scientist in Cyber Security,"
            Excellent opportunity for an experienced Research Scientist. Join CSIRO Data61, the largest data innovation group in Australia....",Australia,"<span class=""no-wrap"">
                $95,000 - $103,000 a year</span>"
305,"

    Microsoft",Principal Software Engineer,"
            A place where everyone in the world can easily access their books/music/photos/video/any data from anywhere at any time via any means (e.g....",Sydney NSW,
306,"

    The University of Queensland",Research Scholar - Cattle Parasites,"
            Samples will be collected initially from pilot herds within south east Queensland to establish protocols and to obtain preliminary data as indications of...",St Lucia QLD,
307,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
308,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
309,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
310,"
    Fulsearch",Senior Research Analyst - Industrials (Mid/Small Caps),"
                            Proven ability to critically review and analyse industry data. You will be working for one of Australia's leading sell side equities houses, focussing on...",Sydney NSW,"<span class=""no-wrap"">
                $200,000 - $250,000 a year</span>"
311,"

    Hays","Senior Consultants - Java , Machine Learning","
Data Analytics and/or Machine Learning exp will be highly regarded. You will join a brand new Sydney office as a senior technical consultant providing Java...",Sydney Central Business District NSW,
312,"
    COzero","Frontend Developer, Senior","
            AWS Redshift for data warehousing. ECS - for running some of our data processing jobs. Python - our data analytics engine is written in Python....",Surry Hills NSW,
313,"

    Huxley",Customer Insights Analyst,"
            Using SAS to extract, manipulate, explore and merge large data sets from a variety of data sources. This is a great opportunity to work closely with Data...",Sydney NSW,
314,"
    Huxley IT",Customer Insights Analyst,"
            Using SAS to extract, manipulate, explore and merge large data sets from a variety of data sources. This is a great opportunity to work closely with Data...",Sydney Central Business District NSW,
315,"

    Origin Energy",Senior Application Developer,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
316,"

    Randstad",data analyst,"
            Experience building data architectures and their relevant strategies, as well as generating data models from attribution to retention....",Cremorne VIC,"<span class=""no-wrap"">
                $70,000 - $80,000 a year</span>"
317,"
    CAPA - Centre for Aviation",Research Analyst/Brief Writer,"
            Job purpose To assist the Information Services team in conducting daily news searches and research and producing daily news content for CAPA members. *Key...",Sydney NSW,
318,"
    The Australian Marine Conservation Society",Digital Fundraising Officer,"
            Our committed group of professional and passionate scientists, educators and advocates has defended Australia's oceans for over 50 years....",Brisbane QLD,
319,"

    Microsoft",Customer Reliability Engineer,"
            You will be surrounded by data scientists, elite developers, and colleagues that obsess over improving customer experience....",Sydney NSW,
320,"
    Tectrix Consulting",IT recruiter,"
            Full-stack, Front end, API Developers, Scrum masters, Agile coaches, Data scientists, Machine Learning, ). Fixed term contract....",Sydney NSW,
321,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
322,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
323,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
324,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
325,"

    Evolution Recruitment Solutions",Principle Software Engineer,"
            You'll get to use your skills in designing and creating REST based web services and API's alongside a Back End Engineers and Data Scientists to create future...",Sydney NSW,"<span class=""no-wrap"">
                $150,000 a year</span>"
326,"
    TheDriveGroup",IT / Tech Recruitment Consultant | Trainee & Senior Roles Av...,"
            Front End Developer, Java Developer, .Net Developer, JavaScript Developer, NodeJS Developer, MEAN Stack Developer, MERN Stack Developer, Full Stack JavaScript...",Sydney NSW,
327,"

    Rio Tinto",Principal Data Scientist,"
            This will involve gaining substantial experience of working with our data systems to develop state-of-the-art data science solutions for our business’s data...",Perth WA,
328,"
    Ceres Imaging",Sales Agronomist,"
            On offer is the chance to join a literally world changing startup, working with an outstanding team of scientists, engineers and go-to-market professionals....",Australia,
329,"
    Opus Recruitment Solutions",LEAD,"
            A dynamic yet stable data science infrastructure - this includes a data warehouse and appropriate data visualisation tools....",Sydney NSW,"<span class=""no-wrap"">
                $150,000 - $180,000 a year</span>"
330,"
    Ozderm",Clinical Research Scientist-Study Coordinator-Cosmetic trial...,"
Data entry and draft report writing. Located in Drummoyne (Sydney's Inner West), our clinic conducts independent trials for products that get in contact with...",Drummoyne NSW,
331,"

    Ericsson",Support Shift Lead,"
Data loading Provisioning and processing of all orders as per daily metrics. Ericsson engineers, researchers and scientists around the world are working on what...",Sydney NSW,
332,"

    Microsoft",Senior Software Engineer,"
            A place where everyone in the world can easily access their books/music/photos/video/any data from anywhere at any time via any means (e.g....",Sydney NSW,
333,"

    PRA",Business Analyst | Project Research,"
            6 month contract $45-$55/hr Central Location Our client are a large player in the Brisbane market and they are about to undergo a review of their current...",Brisbane QLD,"<span class=""no-wrap"">
                $45 - $55 an hour</span>"
334,"

    CSIRO",Senior Research Scientist in Cyber Security,"
            Excellent opportunity for an experienced Senior Research Scientist. Join CSIRO Data61, the largest data innovation group in Australia....",Australia,"<span class=""no-wrap"">
                $109,000 - $128,000 a year</span>"
335,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
336,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
337,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
338,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
339,"
    Xpand Group",Senior Data Scientist,"
            Senior Data Scientist. An exponentially growing financial services company with multiple industry awards is seeking Senior Data Scientists to join their team in...",Melbourne VIC,
340,"
    NRA Environmental Consultants",Environmental Scientist (ESC / Environmental Approvals),"
            Correctly analysing data and interpreting field and desk-based studies to provide appropriate advice. We are seeking candidates for the role of Environmental...",Townsville QLD,
341,"

    DigitasLBi",Optimisation Lead,"
            An understanding of master data management principles and data governance best practices. Our global workforce of 6,000 includes industry-leading creatives in...",Sydney NSW,
342,"
    Culture Amp",Lead Engineer - JVM,"
            The engineering team at Culture Amp is diverse and growing, from data scientists to machine learning engineers and many others, you will be part of the...",Melbourne VIC,
343,"
    Sustainability Consulting",Backend JVM Engineer | Kotlin & Functional Programming,"
            Our product uses AI, we have a Data Scientist in the team, and there's lots of opportunity to get involved with AI and deep learning....",Sydney NSW,"<span class=""no-wrap"">
                $110,000 - $130,000 a year</span>"
344,"
    Sustainability Consulting",Backend JVM Engineer | Kotlin,"
            Our product uses AI, we have a Data Scientist in the team, and there's lots of opportunity to get involved with AI and deep learning....",Sydney NSW,"<span class=""no-wrap"">
                $110,000 - $130,000 a year</span>"
345,"

    HR+","Pacing, Electrophysiology and Consulting Cardiologist","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
346,"

    HR+",Imaging and Consulting Cardiologist,"
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
347,"

    Wipro Limited",Business Development Manager- Topcoder,"
            Over 410,000 data scientists to improve the speed and accuracy of machine. World’s biggest crowdsourced network of designers, developers, and data....",Sydney NSW,
348,"

    Ventia",Environmental Scientist / Field Technician- Geelong,"
            Assisting in data management and technical reporting. Ventia- Environmental Field Technician – Geelong/Burwood, VIC....",Melbourne VIC,
349,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
350,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
351,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
352,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
353,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
354,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
355,"
    ARRB Group",Graduate Transport Research Scientist,"
            Conduct literature reviews, as well as collect and analyse data. Established in 1960, the Australian Road Research Board (ARRB) is a national interest, applied...",Leederville WA,
356,"
    Paxus",Software Engineer,"
            On a day to day, you will be rubbing shoulders with a range of stakeholders and team members including data scientists, solution architects, program managers...",Sydney NSW,
357,"

    Peoplebank",Machine Learning Lead,"
            Big data experience (Hadoop). Demonstrated advanced data analysis and modelling experience. Looking for a Machine Learning Technical Lead in Canberra for a...",Deakin ACT,
358,"
    Kogan",Full Stack Engineer / Web Developer,"
            React, Webpack, Javascript, Redux, Flux, Developer, Engineer, Web Design, Python, Django, Backbone, Angular JS, Ember JS, Redis, Postgresql, Celery, RabbitMQ,...",Melbourne VIC,
359,"

    Coffey",Associate Environmental Scientist,"
            Interpreting data and developing environmental site investigation reports. We have an exciting opportunity for an Associate Environmental Scientist...",Newcastle NSW,
360,"

    Deutsche Bank",Global Markets - Equity Research Analyst - Director,"
Data gathering and analysis. As a Banks & Financial Services analyst in this area, you will be responsible for:....",Sydney NSW,
361,"

    Kleinfelder",Environmental Scientist/Engineer,"
            As our success and growth continues across Australia, an opportunity has arisen for a motivated environmental scientist to join our contaminated land management...",Adelaide SA,
362,"

    Kleinfelder",Environmental Engineer/Scientist,"
            Evaluating and distilling field and analytical data,. We are seeking talented and curious scientists who want to advance their career with a global...",South Melbourne VIC,
363,"

    Alcoa Corp.",Environmental Graduate,"
            In order to provide accurate and consistent reporting across the sites, the Environmental Graduate will assist with data collation and submission of corporate...",Booragoon WA,
364,"
    Alcoa Corporation",Environmental Graduate,"
            In order to provide accurate and consistent reporting across the sites, the Environmental Graduate will assist with data collation and submission of corporate...",Booragoon WA,
365,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
366,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
367,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
368,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
369,"

    NOKIA",Operations Director,"
            Prepare and present Monthly KPI data for Management Review. Serving customers in over 100 countries, our research scientists and engineers continue to invent...",Sydney NSW,
370,"

    Hays",Data Scientist & Business Intelligence Lead,"
            A Data Scientist & Business Intelligence lead who will be the spearhead in creating and nurturing the data science environment and implementing best practices...",Sydney Central Business District NSW,
371,"

    ERM","Air Quality & Acoustic Professionals – Melbourne, Perth and...","
            High level Excel skills including data manipulation. Unprecedented levels of demand have led us to seek experienced environmental consultants to join our team...",Australia,
372,"
    Kogan",Front End Engineer - React - Javascript,"
            React, Webpack, Javascript, Redux, Flux, Developer, Engineer, Web Design, Python, Django, Backbone, Angular JS, Ember JS, Redis, Postgresql, Celery, RabbitMQ,...",Melbourne VIC,
373,"

    Hays",Software Engineer - DevOps,"
            Your new role will join developers from data science, data engineering, backend, web and UX backgrounds to build an automated data scientist....",Sydney Central Business District NSW,
374,"
    MBN Recruitment Solutions",Follow us,"
            Leading a team of internal analytics and data scientists to architect, design, develop and deploy the analytics components within a product....",Australia,
375,"
    Onset Group Pty Ltd","Front End Engineer - (React.js, Redux, JavaScript)","
            Collaborating with Product Managers, UX Designer, Back End Engineers and Data Scientists on multiple products and solutions....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $130,000 a year</span>"
376,"
    Onset Group Pty Ltd",Front End Engineer - React,"
            Work closely with excellent Software Engineers, Designers and Data Scientists to build out new technologies, best practices and new industry standards....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 a year</span>"
377,"
    CCInternational Recruitment",Senior Analyst | Analytics | Boutique Market Research Agency,"
            A candidate who can work with basic to very complex analytics, support the role of data within the agency, and also assist with Operations in relation to data...",Melbourne VIC,"<span class=""no-wrap"">
                $80,000 - $130,000 a year</span>"
378,"

    Coffey",Environmental Scientist/Engineer,"
            Collating, analysing, interpreting and presenting data; This role is more than a desk job....",Geelong VIC,
379,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
380,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
381,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
382,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
383,"
    Infopeople",Senior Technical Business Analyst - Data Analysis - Tier 1 B...,"
Data Warehousing experience. Data Analysis Skills – looking into large amounts of data to analyse, map, and assess for impacts....",Sydney NSW,
384,"

    Evolve Scientific Recruitment",Method Development/Validation Scientist,"
            About the company : The company is a well known pharmaceutical company who is currently undergoing substantial growth. Located not far from Melbourne CBD,...",Melbourne VIC,
385,"

    AECOM",Graduate Environmental Engineer/Scientist - Adelaide,"
            + Processing, interpreting and reporting of field and laboratory data. + Involvement in all stages of contaminated land projects, including site history...",Adelaide SA,
386,"
    Bluefin Resources",Senior Quantitative Analyst - Pricing,"
            Big 4 bank Market leading day rate 6 month day rate contract - strong likelihood of extension A leading Australian Financial Institution is seeking a...",Sydney NSW,
387,"
    Professional Recruitment Australia",Senior Application Developer - Brisbane based,"
            You will be working very closely with Data Scientists, so your understanding of data structure, warehouses and BI will be highly valued....",Sydney NSW,"<span class=""no-wrap"">
                $193,750 a year</span>"
388,"

    Sirius Recruitment",Senior Ruby Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $140,000 a year</span>"
389,"
    Capstone Recruitment",Research Analyst (Real Estate Fund Manager),"
Data capture form asset management information, external economic sources. Corporate level research role....",Australia,
390,"

    Clemenger Group",CX Planning Director,"
            Identification of key areas for remediation and, in liaison with Data Scientists, calculation of the commercial opportunities available,....",Sydney NSW,
391,"
    Professional Recruitment Australia",Senior Application Developer (Javascript),"
            You will be working very closely with Data Scientists, so your understanding of data structure, warehouses and BI will be highly valued....",Brisbane QLD,"<span class=""no-wrap"">
                $193,750 a year</span>"
392,"

    Davidson",Go Developer,"
            The successful applicant will be working in a close knit team of Engineers and Data Scientists helping to solve problems around security and feature development...",Sydney NSW,
393,"

    QBE Insurance",Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
394,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
395,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
396,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
397,"

    TEKsystems",Polyglot Developer,"
            Upon joining the team, you will have opportunities to be crossed trained across multiple skills and will you also be exposed to Big Data working alongside Data...",Sydney Central Business District NSW,
398,"

    TEKsystems",Go Developer,"
            Upon joining the team, you will have opportunities to be crossed trained across multiple skills and will you also be exposed to Big Data working alongside Data...",Sydney Central Business District NSW,
399,"
    EnviroAg Australia Pty Limited",Senior Environmental Scientist - Armidale NSW,"
            Undertake field investigations and assessments including travel, and data collection in remote locations. EnviroAg Australia has a team of civil, environmental...",Armidale NSW,
400,"

    Macquarie University",Research Fellow or Postdoctoral Research Fellow in Artificia...,"
            Experience with application of learning technologies to image and video data. Macquarie is the university of pioneering minds....",Macquarie University NSW,"<span class=""no-wrap"">
                $88,420 - $94,760 a year</span>"
401,"
    Aurora Environmental",Environmental Scientist/ Engineer,"
            Collection and coordination of contaminated land and acid sulphate soil assessment data; To provide support to senior staff for field work, data management and...",Perth WA,
402,"

    Interpro",DBA Specialist - Azure,"
            Provide support to Data and Analytics team consisting of Data Scientists. Defining and implementing data security strategies for ensuring key data is kept...",Sydney NSW,
403,"

    VLC",Principal Meso/Micro Transport Modeller (Sydney),"
            Despite our modest size, we have employees from a number of technical disciplines including transport modellers, economists, civil engineers, urban planners,...",Sydney NSW,
404,"

    General Assembly",Instructional Associate - User Experience Design Immersive,"
            If you are looking to make a life-changing impact by sharing your love for data science with the next generation of developers, analysts, and data scientists we...",Sydney NSW,
405,"

    HR+ Tasmania",Imaging and Consulting Cardiologist - Charles Clinic Heart C...,"
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
406,"
    Talent Nation",Environmental Scientist,"
            Fieldwork experience involving environmental data collection (soil and water); As part of the continued growth and innovation of their Contaminated Site...",Australia,
407,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
408,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
409,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
410,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
411,"

    BuzzFeed",Senior IT Specialist,"
            We have offices in 18 cities around the world and more than 1300 employees including reporters, video producers, data scientists, engineers, brand strategists,...",Sydney NSW,
412,"

    Evolution Recruitment Solutions",GoLang Developer,"
            Work along side Software Engineers, Data Analysts, Data Scientists and Product Specialists from all different backgrounds....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 a year</span>"
413,"
    SustainAbility Consulting",Backend JVM Engineer,"
            Our product uses AI, we have a Data Scientist in the team, and there's lots of opportunity to get involved with AI and deep learning....",Sydney NSW,
414,"

    The University of Queensland",Senior Research Officer in Remotely Sensed Image Processing...,"
            Applicants should also demonstrate Post-tertiary experience in scientific computing and systems, preferably with a focus on biophysical remote sensing, image...",St Lucia QLD,"<span class=""no-wrap"">
                $92,142 - $109,416 a year</span>"
415,"

    Morningstar",Marketing Campaign Manager – Adviser Solutions,"
            Consisting of marketing managers, designers, writers, corporate communications professionals, digital strategists, behavioural scientists, and more, this...",Sydney NSW,
416,"
    Total Resource Solutions",Senior Developer - Python - Machine Learning - AWS,"
            Exciting Fintech company is actively interviewing software engineers with expertise in Python to join their growing team. As a technical team member, you will...",Sydney NSW,"<span class=""no-wrap"">
                $140,000 a year</span>"
417,"

    Michael Page",Creative web developer - Marketing,"
Data Analysis & Development Industry:. We are seeking a confident Web Developer to work with a team of data scientists, developers and programmers who are...",North Sydney NSW,"<span class=""no-wrap"">
                $80,000 - $100,000 a year</span>"
418,"
    Ethos BeathChapman",Senior Credit Risk Quantitative Analyst - Banking,"
            Salary: to Senior Quantitative Analyst Credit Risk Banking I am currently looking for a Senior Credit risk Quantitative Analyst for a great new permanent...",Sydney NSW,
419,"

    Kleinfelder, Inc.",Environmental Scientist/Engineer,"
            As our success and growth continues across Australia, an opportunity has arisen for a motivated environmental scientist to join our contaminated land management...",Adelaide SA,
420,"

    Kleinfelder, Inc.",Environmental Engineer/Scientist,"
            Evaluating and distilling field and analytical data,. We are seeking talented and curious scientists who want to advance their career with a global...",South Melbourne VIC,
421,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
422,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
423,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
424,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
425,"

    Experis IT",6535_1_IT - Application - Graphic Designer level,"
            Work with a broad range of engineers and scientists to help build fast, effective designs. Working with ManpowerGroup :....",Melbourne VIC,
426,"

    Intrax Consulting Engineers",Senior Geotechnical Engineer,"
            Provide critical analysis of data to develop and implement practical and commercial solutions four our clientele....",Bankstown NSW,
427,"

    PRA",Senior Application Developer - Brisbane based,"
            You will be working very closely with Data Scientists, so your understanding of data structure, warehouses and BI will be highly valued....",Sydney NSW,"<span class=""no-wrap"">
                $193,750 a year</span>"
428,"

    PRA",Senior Application Developer (Javascript),"
            You will be working very closely with Data Scientists, so your understanding of data structure, warehouses and BI will be highly valued....",Brisbane QLD,"<span class=""no-wrap"">
                $193,750 a year</span>"
429,"
    Talent Insights Group",Senior Data Engineer - Embedded in Data Science Team,"
            In this role you will take ownership of working side-by-side with experienced data scientists to build, maintain and productionise models, data pipelines, data...",Sydney NSW,"<span class=""no-wrap"">
                $145,000 - $160,000 a year</span>"
430,"
    Your Pathway",Environmental Scientist Contaminated Land or Geotechnical En...,"
            Delivering high quality field investigations, data management and technical reporting for contaminated site assessments....",Sydney NSW,
431,"
    Xpand Group",Full Stack Developer - CBD - Ruby - Angular Js,"
            You will get to work with some of the best engineers and data scientists in Australia on a product that is used by the biggest brands in the world....",Sydney NSW,
432,"

    Xpand",Full Stack Developer - CBD - Ruby - Angular Js,"
            You will get to work with some of the best engineers and data scientists in Australia on a product that is used by the biggest brands in the world....",Inner West NSW,
433,"
    Apsley Recruitment",Full Stack Developer - CBD - Ruby - Angular Js,"
            You will get to work with some of the best engineers and data scientists in Australia on a product that is used by the biggest brands in the world....",Inner West NSW,
434,"
    The Cancer Council New South Wales","Opportunity for a Postdoctoral Fellow, Research Fellow OR Se...","
            Building collaborations with other key scientists in the field. Pivotal academic position, offering unique exposure to research leaders and large data sets,...",Sydney NSW,
435,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
436,"
    Black Cat Data",Data Scientist Intern,"
                            Passionate about data science, big data and AI. Data Science technology. Managing the backend systems and importing new data....",Sydney NSW,
437,"

    ignite",Data Scientist,"
                            Working closely with the Head of Data Analytics Manager and build the capability within their Data Analytics offering....",Sydney NSW,"<span class=""no-wrap"">
                $100,000 - $150,000 a year</span>"
438,"

    QBE Insurance",Data Scientist,"
                            Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling perspective, and...",Sydney NSW,
439,"
    Infinity Pro",Risk Data Insight Analyst / Data Scientist - Risk Assurance/...,"
            Demonstrated commercial experience in mathematical / statistical data manipulation and building of raw data models;...",Parramatta NSW,
440,"
    Infinity Pro","Risk Data Insight Analyst / Data Scientist - Assurance, Audi...","
            Demonstrated commercial experience in mathematical / statistical data manipulation and building of raw data models;...",Parramatta NSW,
441,"

    Macquarie Group Limited","Senior Manager – Quantitative Analyst (Pricing Models, Value...","
            Sydney, Australia based opportunity - Will provide sponsorship and relocation for the right candidate Global model validation team Quantitative opportunity ...",Sydney NSW,
442,"

    Sirius Recruitment",Senior Front end React Developer,"
            Climate scientists are painting a dark picture of the future if we don't take action to reduce our impact on the planet....",Sydney NSW,"<span class=""no-wrap"">
                $120,000 - $150,000 a year</span>"
443,"

    CDK Global",Digital Marketing Account Manager,"
            From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",Port Melbourne VIC,
444,"

    Kelly Services",QSE Supervisor,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
445,"

    Kelly Services",Quality Control Technician,"
            With a national network of specialist offices staffed by scientists, we are the agency of choice for Australia's major scientific employers and job seekers....",Melbourne VIC,
446,"

    Corporate Services","Statistician - Workforce Safety, Human Resources Command, Su...","
            Please describe your experience using data analysis software and/or programming languages. Undertake quality assurance processes to ensure accuracy of NSW...",Sydney NSW,"<span class=""no-wrap"">
                $112,953 a year</span>"
447,"

    HR+ Tasmania","Pacing, Electrophysiology and Consulting Cardiologist - Char...","
            Our staff includes 8 cardiac sonographers (all Queensland University of Technology trained) and 2 exercise physiologists/cardiac scientists, within a team of...",Launceston TAS,
448,"
    CCInternational Recruitment",Senior Research Analyst | Quantitative and Qualitative role...,"
            Amazing opportunity to get involved with high impact research projects in the public sector where your role will directly contribute to knowledge on the...",Sydney NSW,"<span class=""no-wrap"">
                $105,000 a year</span>"
449,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
450,"
    Department of Industry - Primary Industries",Project Officer (Grains Data Analysis),"
                            You will also have the ability to undertake complex statistical design and analysis within project timeframes while maintaining a high level of integrity for...",Wagga Wagga NSW,"<span class=""no-wrap"">
                $61,658 - $118,419 a year</span>"
451,"
    Orchard HRO",Full Stack Developer - IoT,"
            Together with a multi-disciplinary team of vendor provided software developers, data architects, data scientists and business SMEs, the Senior Application...",Brisbane QLD,
